gaussian, graph, segmentation, output
707, 885, 7337, 1617
539, 998, 7407, 1619
538, 822, 8014, 1607
541, 889, 7294, 1595
591, 792, 8028, 1590
552, 786, 7484, 1549
541, 776, 7995, 1640
599, 728, 7459, 1630
605, 709, 7879, 1579
593, 776, 7371, 1612
620, 715, 7820, 1558
579, 802, 7496, 1552
592, 782, 7951, 1588
541, 802, 7293, 1580
600, 771, 7896, 1631
534, 779, 7385, 1593
567, 770, 7932, 1612
537, 795, 7379, 1569
549, 775, 7958, 1618
588, 735, 7434, 1609
