gaussian, graph, segmentation, output
564, 1806, 3523, 240
581, 1768, 3515, 241
583, 1767, 3537, 242
572, 1765, 3523, 241
557, 1776, 3505, 241
566, 1756, 3511, 255
558, 1770, 3501, 248
575, 1763, 3509, 240
563, 1781, 3544, 242
572, 1776, 3529, 240
559, 1760, 3538, 239
593, 1774, 3520, 241
560, 1786, 3501, 240
557, 1778, 3529, 240
568, 1770, 3525, 246
558, 1773, 3504, 251
572, 1770, 3494, 239
580, 1772, 3505, 241
572, 1773, 3511, 241
567, 1759, 3523, 244
