gaussian, graph, segmentation, output
323, 614, 1120, 63
328, 614, 1107, 62
325, 618, 1109, 64
332, 615, 1124, 63
330, 613, 1110, 61
327, 599, 1101, 63
325, 613, 1120, 81
327, 614, 1103, 61
351, 617, 1106, 63
326, 621, 1110, 62
330, 618, 1120, 61
343, 613, 1116, 64
323, 612, 1109, 62
331, 607, 1111, 62
352, 609, 1111, 63
328, 601, 1114, 61
326, 615, 1099, 61
343, 611, 1118, 62
335, 623, 1126, 63
331, 616, 1116, 61
