gaussian, graph, segmentation, output
185, 1318, 11901, 1718
186, 1263, 11705, 1604
185, 1262, 12106, 1760
202, 1083, 11710, 1603
189, 1394, 12200, 1753
216, 1617, 11541, 1610
188, 1136, 11413, 1751
202, 1360, 11058, 1619
188, 1043, 11423, 1745
187, 1025, 11353, 1618
189, 1131, 11351, 1760
186, 1328, 10980, 1617
189, 1213, 11339, 1757
186, 1230, 10942, 1621
188, 1191, 11379, 1768
189, 1180, 10998, 1647
190, 1004, 11395, 1753
187, 1219, 10961, 1593
188, 1231, 11380, 1751
188, 1097, 10925, 1619
