output,ground_truth,out_N,gt_N,asa_score,ue_score
dumps/rec-mst-new-S6/100007_OUT.png,dataset/BSDS500/ground_truth/100007_0.png,5,5,0.876639,0.246721
dumps/rec-mst-new-S6/100007_OUT.png,dataset/BSDS500/ground_truth/100007_1.png,5,7,0.864016,0.271967
dumps/rec-mst-new-S6/100007_OUT.png,dataset/BSDS500/ground_truth/100007_2.png,5,8,0.798052,0.403896
dumps/rec-mst-new-S6/100007_OUT.png,dataset/BSDS500/ground_truth/100007_3.png,5,13,0.825195,0.349609
dumps/rec-mst-new-S6/100007_OUT.png,dataset/BSDS500/ground_truth/100007_4.png,5,19,0.79403,0.406176
dumps/rec-mst-new-S6/100039_OUT.png,dataset/BSDS500/ground_truth/100039_0.png,7,11,0.732903,0.444142
dumps/rec-mst-new-S6/100039_OUT.png,dataset/BSDS500/ground_truth/100039_1.png,7,61,0.556933,0.781925
dumps/rec-mst-new-S6/100039_OUT.png,dataset/BSDS500/ground_truth/100039_2.png,7,4,0.770403,0.398171
dumps/rec-mst-new-S6/100039_OUT.png,dataset/BSDS500/ground_truth/100039_3.png,7,5,0.769464,0.392316
dumps/rec-mst-new-S6/100039_OUT.png,dataset/BSDS500/ground_truth/100039_4.png,7,21,0.641563,0.629672
dumps/rec-mst-new-S6/100075_OUT.png,dataset/BSDS500/ground_truth/100075_0.png,4,18,0.45909,0.929839
dumps/rec-mst-new-S6/100075_OUT.png,dataset/BSDS500/ground_truth/100075_1.png,4,5,0.675643,0.639147
dumps/rec-mst-new-S6/100075_OUT.png,dataset/BSDS500/ground_truth/100075_2.png,4,13,0.490644,0.902119
dumps/rec-mst-new-S6/100075_OUT.png,dataset/BSDS500/ground_truth/100075_3.png,4,16,0.466344,0.903245
dumps/rec-mst-new-S6/100075_OUT.png,dataset/BSDS500/ground_truth/100075_4.png,4,30,0.446694,0.927921
dumps/rec-mst-new-S6/100075_OUT.png,dataset/BSDS500/ground_truth/100075_5.png,4,16,0.43661,0.929644
dumps/rec-mst-new-S6/100080_OUT.png,dataset/BSDS500/ground_truth/100080_0.png,8,7,0.727858,0.544284
dumps/rec-mst-new-S6/100080_OUT.png,dataset/BSDS500/ground_truth/100080_1.png,8,35,0.624983,0.725818
dumps/rec-mst-new-S6/100080_OUT.png,dataset/BSDS500/ground_truth/100080_2.png,8,4,0.832663,0.334674
dumps/rec-mst-new-S6/100080_OUT.png,dataset/BSDS500/ground_truth/100080_3.png,8,27,0.655009,0.679173
dumps/rec-mst-new-S6/100080_OUT.png,dataset/BSDS500/ground_truth/100080_4.png,8,12,0.756439,0.487121
dumps/rec-mst-new-S6/100098_OUT.png,dataset/BSDS500/ground_truth/100098_0.png,3,67,0.488896,0.917449
dumps/rec-mst-new-S6/100098_OUT.png,dataset/BSDS500/ground_truth/100098_1.png,3,45,0.483637,0.937047
dumps/rec-mst-new-S6/100098_OUT.png,dataset/BSDS500/ground_truth/100098_2.png,3,22,0.529802,0.844418
dumps/rec-mst-new-S6/100098_OUT.png,dataset/BSDS500/ground_truth/100098_3.png,3,2,0.777022,0.445956
dumps/rec-mst-new-S6/100098_OUT.png,dataset/BSDS500/ground_truth/100098_4.png,3,24,0.502613,0.911944
dumps/rec-mst-new-S6/100099_OUT.png,dataset/BSDS500/ground_truth/100099_0.png,5,7,0.802935,0.39413
dumps/rec-mst-new-S6/100099_OUT.png,dataset/BSDS500/ground_truth/100099_1.png,5,8,0.752936,0.494129
dumps/rec-mst-new-S6/100099_OUT.png,dataset/BSDS500/ground_truth/100099_2.png,5,4,0.814502,0.370995
dumps/rec-mst-new-S6/100099_OUT.png,dataset/BSDS500/ground_truth/100099_3.png,5,6,0.749056,0.501888
dumps/rec-mst-new-S6/100099_OUT.png,dataset/BSDS500/ground_truth/100099_4.png,5,6,0.748933,0.502134
dumps/rec-mst-new-S6/10081_OUT.png,dataset/BSDS500/ground_truth/10081_0.png,6,20,0.853071,0.293858
dumps/rec-mst-new-S6/10081_OUT.png,dataset/BSDS500/ground_truth/10081_1.png,6,11,0.88015,0.239701
dumps/rec-mst-new-S6/10081_OUT.png,dataset/BSDS500/ground_truth/10081_2.png,6,6,0.87936,0.241281
dumps/rec-mst-new-S6/10081_OUT.png,dataset/BSDS500/ground_truth/10081_3.png,6,16,0.865143,0.269713
dumps/rec-mst-new-S6/10081_OUT.png,dataset/BSDS500/ground_truth/10081_4.png,6,18,0.815124,0.369751
dumps/rec-mst-new-S6/101027_OUT.png,dataset/BSDS500/ground_truth/101027_0.png,3,9,0.535294,0.89208
dumps/rec-mst-new-S6/101027_OUT.png,dataset/BSDS500/ground_truth/101027_1.png,3,15,0.570372,0.823181
dumps/rec-mst-new-S6/101027_OUT.png,dataset/BSDS500/ground_truth/101027_2.png,3,12,0.519809,0.885784
dumps/rec-mst-new-S6/101027_OUT.png,dataset/BSDS500/ground_truth/101027_3.png,3,12,0.539252,0.892676
dumps/rec-mst-new-S6/101027_OUT.png,dataset/BSDS500/ground_truth/101027_4.png,3,8,0.571842,0.823466
dumps/rec-mst-new-S6/101084_OUT.png,dataset/BSDS500/ground_truth/101084_0.png,8,9,0.636097,0.672269
dumps/rec-mst-new-S6/101084_OUT.png,dataset/BSDS500/ground_truth/101084_1.png,8,23,0.635255,0.67201
dumps/rec-mst-new-S6/101084_OUT.png,dataset/BSDS500/ground_truth/101084_2.png,8,12,0.632243,0.68052
dumps/rec-mst-new-S6/101084_OUT.png,dataset/BSDS500/ground_truth/101084_3.png,8,51,0.515055,0.795565
dumps/rec-mst-new-S6/101084_OUT.png,dataset/BSDS500/ground_truth/101084_4.png,8,18,0.626583,0.691233
dumps/rec-mst-new-S6/101084_OUT.png,dataset/BSDS500/ground_truth/101084_5.png,8,17,0.624964,0.690766
dumps/rec-mst-new-S6/101085_OUT.png,dataset/BSDS500/ground_truth/101085_0.png,4,26,0.388501,0.993867
dumps/rec-mst-new-S6/101085_OUT.png,dataset/BSDS500/ground_truth/101085_1.png,4,61,0.393035,0.992519
dumps/rec-mst-new-S6/101085_OUT.png,dataset/BSDS500/ground_truth/101085_2.png,4,41,0.400794,0.989981
dumps/rec-mst-new-S6/101085_OUT.png,dataset/BSDS500/ground_truth/101085_3.png,4,21,0.417815,0.97127
dumps/rec-mst-new-S6/101085_OUT.png,dataset/BSDS500/ground_truth/101085_4.png,4,42,0.392847,0.991108
dumps/rec-mst-new-S6/101087_OUT.png,dataset/BSDS500/ground_truth/101087_0.png,4,29,0.653474,0.548073
dumps/rec-mst-new-S6/101087_OUT.png,dataset/BSDS500/ground_truth/101087_1.png,4,43,0.584077,0.677567
dumps/rec-mst-new-S6/101087_OUT.png,dataset/BSDS500/ground_truth/101087_2.png,4,34,0.588027,0.679393
dumps/rec-mst-new-S6/101087_OUT.png,dataset/BSDS500/ground_truth/101087_3.png,4,57,0.516868,0.717366
dumps/rec-mst-new-S6/101087_OUT.png,dataset/BSDS500/ground_truth/101087_4.png,4,32,0.590644,0.69429
dumps/rec-mst-new-S6/102061_OUT.png,dataset/BSDS500/ground_truth/102061_0.png,2,8,0.669471,0.661058
dumps/rec-mst-new-S6/102061_OUT.png,dataset/BSDS500/ground_truth/102061_1.png,2,12,0.555184,0.874651
dumps/rec-mst-new-S6/102061_OUT.png,dataset/BSDS500/ground_truth/102061_2.png,2,7,0.672191,0.655618
dumps/rec-mst-new-S6/102061_OUT.png,dataset/BSDS500/ground_truth/102061_3.png,2,15,0.670462,0.659076
dumps/rec-mst-new-S6/102061_OUT.png,dataset/BSDS500/ground_truth/102061_4.png,2,19,0.668946,0.662107
dumps/rec-mst-new-S6/102062_OUT.png,dataset/BSDS500/ground_truth/102062_0.png,6,42,0.686349,0.625773
dumps/rec-mst-new-S6/102062_OUT.png,dataset/BSDS500/ground_truth/102062_1.png,6,37,0.753641,0.492717
