gaussian, graph, segmentation, output
485, 948, 1882, 81
492, 955, 1870, 77
494, 943, 1858, 78
763, 947, 1869, 76
498, 950, 1866, 76
490, 961, 1861, 76
505, 965, 1853, 77
497, 950, 1856, 77
509, 953, 1865, 77
506, 967, 1857, 78
508, 945, 1857, 76
509, 950, 1870, 79
489, 956, 1857, 78
492, 949, 1860, 78
500, 948, 1856, 77
499, 936, 1871, 77
498, 943, 1872, 75
489, 941, 1865, 75
488, 941, 1871, 76
489, 947, 1861, 78
