output,ground_truth,out_N,gt_N,asa_score,ue_score
dumps/cpu-baseline-K160/100007_OUT.png,dataset/BSDS500/ground_truth/100007_0.png,250,5,0.984637,0.0307252
dumps/cpu-baseline-K160/100007_OUT.png,dataset/BSDS500/ground_truth/100007_1.png,250,7,0.97603,0.0423767
dumps/cpu-baseline-K160/100007_OUT.png,dataset/BSDS500/ground_truth/100007_2.png,250,8,0.958932,0.0821368
dumps/cpu-baseline-K160/100007_OUT.png,dataset/BSDS500/ground_truth/100007_3.png,250,13,0.976425,0.0470139
dumps/cpu-baseline-K160/100007_OUT.png,dataset/BSDS500/ground_truth/100007_4.png,250,19,0.952597,0.0877909
dumps/cpu-baseline-K160/100039_OUT.png,dataset/BSDS500/ground_truth/100039_0.png,457,11,0.973705,0.0525903
dumps/cpu-baseline-K160/100039_OUT.png,dataset/BSDS500/ground_truth/100039_1.png,457,61,0.85798,0.282997
dumps/cpu-baseline-K160/100039_OUT.png,dataset/BSDS500/ground_truth/100039_2.png,457,4,0.981153,0.0376941
dumps/cpu-baseline-K160/100039_OUT.png,dataset/BSDS500/ground_truth/100039_3.png,457,5,0.981658,0.0366837
dumps/cpu-baseline-K160/100039_OUT.png,dataset/BSDS500/ground_truth/100039_4.png,457,21,0.91798,0.162991
dumps/cpu-baseline-K160/100075_OUT.png,dataset/BSDS500/ground_truth/100075_0.png,279,18,0.850998,0.295354
dumps/cpu-baseline-K160/100075_OUT.png,dataset/BSDS500/ground_truth/100075_1.png,279,5,0.943329,0.113089
dumps/cpu-baseline-K160/100075_OUT.png,dataset/BSDS500/ground_truth/100075_2.png,279,13,0.86368,0.272032
dumps/cpu-baseline-K160/100075_OUT.png,dataset/BSDS500/ground_truth/100075_3.png,279,16,0.843343,0.312861
dumps/cpu-baseline-K160/100075_OUT.png,dataset/BSDS500/ground_truth/100075_4.png,279,30,0.794962,0.405373
dumps/cpu-baseline-K160/100075_OUT.png,dataset/BSDS500/ground_truth/100075_5.png,279,16,0.827203,0.344758
dumps/cpu-baseline-K160/100080_OUT.png,dataset/BSDS500/ground_truth/100080_0.png,167,7,0.942688,0.114624
dumps/cpu-baseline-K160/100080_OUT.png,dataset/BSDS500/ground_truth/100080_1.png,167,35,0.895882,0.208218
dumps/cpu-baseline-K160/100080_OUT.png,dataset/BSDS500/ground_truth/100080_2.png,167,4,0.93105,0.137901
dumps/cpu-baseline-K160/100080_OUT.png,dataset/BSDS500/ground_truth/100080_3.png,167,27,0.918012,0.163963
dumps/cpu-baseline-K160/100080_OUT.png,dataset/BSDS500/ground_truth/100080_4.png,167,12,0.936639,0.126722
dumps/cpu-baseline-K160/100098_OUT.png,dataset/BSDS500/ground_truth/100098_0.png,683,67,0.931807,0.13575
dumps/cpu-baseline-K160/100098_OUT.png,dataset/BSDS500/ground_truth/100098_1.png,683,45,0.92219,0.154721
dumps/cpu-baseline-K160/100098_OUT.png,dataset/BSDS500/ground_truth/100098_2.png,683,22,0.941088,0.117428
dumps/cpu-baseline-K160/100098_OUT.png,dataset/BSDS500/ground_truth/100098_3.png,683,2,0.98103,0.0379402
dumps/cpu-baseline-K160/100098_OUT.png,dataset/BSDS500/ground_truth/100098_4.png,683,24,0.918206,0.162246
dumps/cpu-baseline-K160/100099_OUT.png,dataset/BSDS500/ground_truth/100099_0.png,153,7,0.91809,0.16382
dumps/cpu-baseline-K160/100099_OUT.png,dataset/BSDS500/ground_truth/100099_1.png,153,8,0.825416,0.349078
dumps/cpu-baseline-K160/100099_OUT.png,dataset/BSDS500/ground_truth/100099_2.png,153,4,0.916231,0.167091
dumps/cpu-baseline-K160/100099_OUT.png,dataset/BSDS500/ground_truth/100099_3.png,153,6,0.81596,0.367349
dumps/cpu-baseline-K160/100099_OUT.png,dataset/BSDS500/ground_truth/100099_4.png,153,6,0.819749,0.359771
dumps/cpu-baseline-K160/10081_OUT.png,dataset/BSDS500/ground_truth/10081_0.png,281,20,0.969048,0.0616771
dumps/cpu-baseline-K160/10081_OUT.png,dataset/BSDS500/ground_truth/10081_1.png,281,11,0.979294,0.0413015
dumps/cpu-baseline-K160/10081_OUT.png,dataset/BSDS500/ground_truth/10081_2.png,281,6,0.982766,0.0344687
dumps/cpu-baseline-K160/10081_OUT.png,dataset/BSDS500/ground_truth/10081_3.png,281,16,0.976859,0.0460101
dumps/cpu-baseline-K160/10081_OUT.png,dataset/BSDS500/ground_truth/10081_4.png,281,18,0.967125,0.0655371
dumps/cpu-baseline-K160/101027_OUT.png,dataset/BSDS500/ground_truth/101027_0.png,437,9,0.966691,0.0666187
dumps/cpu-baseline-K160/101027_OUT.png,dataset/BSDS500/ground_truth/101027_1.png,437,15,0.961309,0.0773829
dumps/cpu-baseline-K160/101027_OUT.png,dataset/BSDS500/ground_truth/101027_2.png,437,12,0.941218,0.114578
dumps/cpu-baseline-K160/101027_OUT.png,dataset/BSDS500/ground_truth/101027_3.png,437,12,0.961833,0.0761912
dumps/cpu-baseline-K160/101027_OUT.png,dataset/BSDS500/ground_truth/101027_4.png,437,8,0.968796,0.0624024
dumps/cpu-baseline-K160/101084_OUT.png,dataset/BSDS500/ground_truth/101084_0.png,470,9,0.971043,0.0579077
dumps/cpu-baseline-K160/101084_OUT.png,dataset/BSDS500/ground_truth/101084_1.png,470,23,0.96671,0.0665604
dumps/cpu-baseline-K160/101084_OUT.png,dataset/BSDS500/ground_truth/101084_2.png,470,12,0.97057,0.0585942
dumps/cpu-baseline-K160/101084_OUT.png,dataset/BSDS500/ground_truth/101084_3.png,470,51,0.901801,0.195802
dumps/cpu-baseline-K160/101084_OUT.png,dataset/BSDS500/ground_truth/101084_4.png,470,18,0.95182,0.0962429
dumps/cpu-baseline-K160/101084_OUT.png,dataset/BSDS500/ground_truth/101084_5.png,470,17,0.949981,0.0993905
dumps/cpu-baseline-K160/101085_OUT.png,dataset/BSDS500/ground_truth/101085_0.png,496,26,0.9491,0.10169
dumps/cpu-baseline-K160/101085_OUT.png,dataset/BSDS500/ground_truth/101085_1.png,496,61,0.933556,0.13237
dumps/cpu-baseline-K160/101085_OUT.png,dataset/BSDS500/ground_truth/101085_2.png,496,41,0.9357,0.127791
dumps/cpu-baseline-K160/101085_OUT.png,dataset/BSDS500/ground_truth/101085_3.png,496,21,0.954197,0.090822
dumps/cpu-baseline-K160/101085_OUT.png,dataset/BSDS500/ground_truth/101085_4.png,496,42,0.937766,0.123238
dumps/cpu-baseline-K160/101087_OUT.png,dataset/BSDS500/ground_truth/101087_0.png,225,29,0.942623,0.111968
dumps/cpu-baseline-K160/101087_OUT.png,dataset/BSDS500/ground_truth/101087_1.png,225,43,0.935784,0.125245
dumps/cpu-baseline-K160/101087_OUT.png,dataset/BSDS500/ground_truth/101087_2.png,225,34,0.950622,0.0945201
dumps/cpu-baseline-K160/101087_OUT.png,dataset/BSDS500/ground_truth/101087_3.png,225,57,0.916419,0.160666
dumps/cpu-baseline-K160/101087_OUT.png,dataset/BSDS500/ground_truth/101087_4.png,225,32,0.927604,0.144248
dumps/cpu-baseline-K160/102061_OUT.png,dataset/BSDS500/ground_truth/102061_0.png,325,8,0.972818,0.0543649
dumps/cpu-baseline-K160/102061_OUT.png,dataset/BSDS500/ground_truth/102061_1.png,325,12,0.856665,0.286559
